DK_NAME[시설명],DK_BRIEF_NAME[시설약칭],EVENT_GUBUN[이벤트 분류],EVENT_NAME[이벤트 명],RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON
핸드볼경기장,핸드볼경기장,체육행사,2018 제6회 대한펜싱협회장배 전국남녀 클럽 동호인 펜싱선수권대회,2018-10-26,2018-10-29,4,600,1400
기타,기타,공공행사,2018년 전국 중고등학생 독도체험 발표대회,2018-10-27,2018-10-27,1,0,
피크닉광장,피크닉광장,공공행사,2018년 구립도담어린이집 운동회,2018-10-27,2018-10-27,1,150,150
88호수수변무대,88호수,공공행사,"(가안) 따뜻한 작별, 걷기대회",2018-10-27,2018-10-27,1,150,
몽촌해자수변무대A,몽촌해자A,공공행사,제12회 대한민국웃음운동경연대회,2018-10-27,2018-10-27,1,500,
몽촌해자수변무대B,몽촌해자B,공공행사,독도체험 발표대회 현장 미션,2018-10-27,2018-10-27,1,0,
뮤즈라이브,뮤즈라이브,문화예술행사,시와 기타가 만나는소통과 희망 음악회,2018-10-27,2018-10-27,1,200,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 플라시도 도밍고 내한공연,2018-10-27,2018-10-28,2,0,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 SKA Super-Swag FESTIVAL <Season 4>,2018-10-27,2018-10-28,2,15000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,THE CALL LIVE IN SEOUL,2018-10-27,2018-10-28,2,6000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 힙스터뮤직페스티벌(대한민국국가대표선수회와 함께하는 HMF 2018),2018-10-27,2018-10-28,2,10000,
올림픽홀,올림픽홀,문화예술행사,프로듀스48 쇼케이스,2018-10-27,2018-10-29,3,2500,3050
K-아트홀,K-아트홀,문화예술행사,대한태권도협회 시범단 신규 공연 쇼케이스,2018-10-29,2018-10-31,3,200,180
올림픽홀,올림픽홀,문화예술행사,2018 대한민국 대중문화예술상 시상식,2018-10-29,2018-10-31,3,2000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 SEVENTEEN ENCORE CONCERT ‘IDEAL CUT’ IN SEOUL,2018-10-29,2018-11-04,7,24000,22790
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 리그 오브 레전드 월드 챔피언십,2018-10-29,2018-11-05,8,12000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018~2019년 임창정 전국투어 콘서트,2018-10-29,2018-11-05,8,20000,
핸드볼경기장,핸드볼경기장,공공행사,2018년 어르신생활체육경연대회,2018-10-30,2018-10-30,1,2700,
올림픽홀,올림픽홀,대중공연,카이고(Kygo) 내한 공연,2018-10-30,2018-10-30,1,4300,3902
핸드볼경기장,핸드볼경기장,체육행사,제15회 KT&G복지재단 어르신 탁구대회,2018-10-30,2018-10-31,2,0,
올림픽홀,올림픽홀,문화예술행사,2018 크러쉬 단독 콘서트,2018-10-31,2018-11-04,5,7000,6872
핸드볼보조경기장,핸드볼보조경기장,체육행사,2018 핸드볼코리아리그,2018-10-31,2018-11-04,6,,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2018년 11월 핸드볼팀 훈련,2018-11-01,2018-11-30,,500,165
핸드볼보조경기장,핸드볼보조경기장,체육행사,제9회 대한체육회장기 생활체육 전국대회,2018-11-02,2018-11-04,3,,
뮤즈라이브,뮤즈라이브,문화예술행사,치과의사 밴드 연합 음악제,2018-11-03,2018-11-03,1,150,156
올림픽홀,올림픽홀,문화예술행사,제6회 전국노래교실회원의날,2018-11-05,2018-11-06,2,2500,1520
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 BLACKPINK SHOW,2018-11-05,2018-11-12,8,14000,17139
뮤즈라이브,뮤즈라이브,문화예술행사,감정노동 힐링문화제,2018-11-07,2018-11-07,1,230,157
우리금융아트홀,제3체육관,대중공연,가족뮤지컬 <레이디버그>,2018-11-07,2018-12-02,26,25120,0
K-아트홀,K-아트홀,대중공연,2018 마인드유 콘서트,2018-11-09,2018-11-11,3,400,622
평화의광장,평화의광장,공공행사,2018 제1회 반려동물 동물등록 활성화 캠페인,2018-11-10,2018-11-10,1,1000,
뮤즈라이브,뮤즈라이브,문화예술행사,치과의사 밴드연합 음악제,2018-11-10,2018-11-10,1,150,
뮤즈라이브,뮤즈라이브,문화예술행사,"레이첼 야마가타 내한공연 'Songs, Stories, Solo' 서울 앵콜",2018-11-11,2018-11-11,1,237,233
KSPO DOME(체조경기장),제1체육관,문화예술행사,필리핀 다시 돌아 간다 재미있는 프로젝트,2018-11-11,2018-11-11,1,14910,
올림픽홀,올림픽홀,문화예술행사,제2회 한중국제영화제,2018-11-11,2018-11-12,2,2160,680
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 HIGHLIGHT 10th Anniversary concert IN SEOUL(가제),2018-11-12,2018-11-18,7,13000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 아이유 데뷔 10주년 아시아 투어 콘서트 ‘IU+’ (가제),2018-11-13,2018-11-19,7,17000,21183
K-아트홀,K-아트홀,대중공연,2018 백지영 소극장 콘서트,2018-11-13,2018-12-02,20,350,
올림픽홀,올림픽홀,문화예술행사,컴패션 15주년 기념 행사,2018-11-14,2018-11-17,4,4000,4898
우리금융아트홀,제3체육관,대중공연,2018 플라이투더스카이 콘서트,2018-11-15,2018-11-18,4,2200,1967
K-아트홀,K-아트홀,순수예술공연,2018 지역아동센터 특기적성지원사업 아티스트웨이 <아름다운 하모니 콘서트>,2018-11-17,2018-11-17,1,300,364
K-아트홀,K-아트홀,문화예술행사,엘 만돌린 오케스트라 정기연주회,2018-11-17,2018-11-17,1,400,
K-아트홀,K-아트홀,대중공연,태권도 컨피던스 페스트벌,2018-11-17,2018-11-17,1,300,
핸드볼경기장,핸드볼경기장,체육행사,제7회 전국민참여 독도사랑 전국배드민턴대회,2018-11-17,2018-11-18,2,3500,800
핸드볼경기장,핸드볼경기장,문화예술행사,악틱 몽키즈 (Arctic Monkeys) 내한 공연,2018-11-19,2018-11-21,3,4338,
우리금융아트홀,제3체육관,대중공연,NEW 뮤지컬 시크릿쥬쥬,2018-11-19,2018-11-25,7,1000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018~2019 임창정 전국투어 콘서트,2018-11-19,2018-11-25,7,18000,
우리금융아트홀,제3체육관,대중공연,NEW 뮤지컬 시크릿쥬쥬 초연공연(가제 : 레인보우 사피의 탄생),2018-11-19,2018-12-02,14,14850,12266
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 하이라이트 10주년 기념 콘서트(가제),2018-11-20,2018-11-25,7,26000,18534
핸드볼경기장,핸드볼경기장,문화예술행사,제4회 MBN HERO CONCERT,2018-11-21,2018-11-23,3,4200,
올림픽홀,올림픽홀,대중공연,2018 이준기 아시아투어 콘서트 IN 서울,2018-11-22,2018-11-25,4,2500,
올림픽홀,올림픽홀,대중공연,Film Concert 'Call me by your name'(콜 미 바이 유어 네임),2018-11-22,2018-11-25,4,2500,
올림픽홀,올림픽홀,대중공연,구구단 콘서트,2018-11-22,2018-11-25,4,2000,
올림픽홀,올림픽홀,대중공연,더 초이스 콘서트,2018-11-22,2018-11-26,5,5000,
올림픽홀,올림픽홀,대중공연,이준기 아시아투어 서울공연,2018-11-23,2018-11-24,2,2500,
K-아트홀,K-아트홀,대중공연,2018 최재훈 콘서트 [일년에 단 한번],2018-11-23,2018-11-24,2,350,703
핸드볼경기장,핸드볼경기장,체육행사,제10회 KPDC 전국 댄스스포츠 선수권 대회,2018-11-24,2018-11-25,2,500,1500
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 아시아 아티스트 어워즈 (AAA),2018-11-26,2018-11-29,4,11000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 아시아 아티스트 어워즈 (AAA),2018-11-26,2018-11-29,4,11000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,god 20주년 기념 콘서트,2018-11-26,2018-12-03,8,35000,31760
뮤즈라이브,뮤즈라이브,문화예술행사,제 2 회 코쿤밴드 콘서트,2018-11-27,2018-11-27,1,300,
뮤즈라이브,뮤즈라이브,문화예술행사,셀럽티비 라이브데이 3회 공개방송,2018-11-29,2018-11-29,1,200,
올림픽홀,올림픽홀,문화예술행사,2018 이준기 아시아투어 콘서트 IN 서울,2018-11-29,2018-12-01,3,2500,
올림픽홀,올림픽홀,문화예술행사,2018 박원 연말콘서트,2018-11-29,2018-12-02,4,4600,3452
올림픽홀,올림픽홀,문화예술행사,주다스 프리스트 내한공연,2018-11-30,2018-12-01,2,2700,
올림픽홀,올림픽홀,문화예술행사,이준기 아시아투어,2018-11-30,2018-12-01,2,2500,
핸드볼경기장,핸드볼경기장,문화예술행사,BRANDNEW YEAR 2018(브랜뉴이어 2018),2018-11-30,2018-12-03,4,4000,3351
뮤즈라이브,뮤즈라이브,문화예술행사,스트리머 뮤직 콘서트,2018-12-01,2018-12-01,1,210,210
핸드볼보조경기장,핸드볼보조경기장,체육행사,2018년 12월 핸드볼팀 훈련,2018-12-01,2018-12-31,31,500,180
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 김동률 콘서트,2018-12-03,2018-12-09,7,33000,31525
K-아트홀,K-아트홀,순수예술공연,연극 <그을린사랑>,2018-12-03,2018-12-16,14,350,1435
우리금융아트홀,제3체육관,대중공연,최현우 <THE BRAIN>,2018-12-04,2018-12-31,28,26460,18604
핸드볼경기장,핸드볼경기장,문화예술행사,2018 어반자카파 연말콘서트,2018-12-05,2018-12-10,6,6000,4778
올림픽홀,올림픽홀,문화예술행사,에일리 단독콘서트 2018,2018-12-06,2018-12-09,4,4250,3450
올림픽홀,올림픽홀,문화예술행사,BRANDNEW YEAR 2018,2018-12-07,2018-12-08,2,3400,
올림픽홀,올림픽홀,문화예술행사,이준기 아시아투어,2018-12-07,2018-12-09,3,2500,
뮤즈라이브,뮤즈라이브,문화예술행사,박학기 콘서트 <계절학기>,2018-12-08,2018-12-08,1,200,
올림픽홀,올림픽홀,문화예술행사,한국암웨이와 함께하는 가족 연말 콘서트,2018-12-08,2018-12-08,1,2000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,the Weeknd 내한공연,2018-12-10,2018-12-13,4,13500,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 조용필 & 위대한탄생 'Thanks To You 콘서트 서울 앵콜,2018-12-10,2018-12-16,7,30000,18145
우리금융아트홀 연습실,,문화예술행사,뮤지컬 잭더리퍼,2018-12-10,2019-01-20,42,0,60
핸드볼경기장,핸드볼경기장,문화예술행사,2018 <마마무> 메리 크리스마스 콘서트,2018-12-12,2018-12-16,5,10000,
올림픽홀,올림픽홀,대중공연,소란(SORAN) 연말 콘서트,2018-12-13,2018-12-16,4,3000,
올림픽홀,올림픽홀,대중공연,2018 국카스텐 연말 전국 투어 [HAPPENING] - 서울,2018-12-13,2018-12-16,4,8000,4070
뮤즈라이브,뮤즈라이브,문화예술행사,셀럽티비 라이브데이 5회 공개방송,2018-12-14,2018-12-14,1,200,65
올림픽홀,올림픽홀,대중공연,이준기 아시아투어 서울공연,2018-12-14,2018-12-16,3,2000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,PSY CONCERT 올나잇스탠드 2018,2018-12-17,2018-12-25,9,48000,47571
핸드볼경기장,핸드볼경기장,문화예술행사,2018 김연우 크리스마스 콘서트,2018-12-18,2018-12-24,7,10500,
핸드볼경기장,핸드볼경기장,문화예술행사,2018 박정현 콘서트 외 기획공연 대관 신청서,2018-12-18,2018-12-25,8,14000,9159
올림픽홀,올림픽홀,문화예술행사,2017 케이윌 전국투어콘서트 <THE K.WILL> 서울 공연,2018-12-18,2018-12-25,8,10600,10980
올림픽홀,올림픽홀,문화예술행사,민트페이퍼 윈터 스페셜,2018-12-19,2018-12-25,7,3000,
K-아트홀,K-아트홀,대중공연,2018 태일 콘서트,2018-12-20,2018-12-23,4,400,839
올림픽홀,올림픽홀,문화예술행사,"1. 2018 알리콘서트 ,   2. 2018 컬투쇼콘서트",2018-12-20,2018-12-25,6,3000,
올림픽홀,올림픽홀,문화예술행사,2018 컬투쇼콘서트,2018-12-20,2018-12-25,6,3000,
뮤즈라이브,뮤즈라이브,문화예술행사,윤주희 2집앨범 <Mother Nature> 발매 기념 쇼케이스,2018-12-21,2018-12-21,1,190,128
뮤즈라이브,뮤즈라이브,문화예술행사,박학기 콘서트 <계절학기>,2018-12-22,2018-12-22,1,200,284
뮤즈라이브,뮤즈라이브,문화예술행사,소울스타 크리스마스 콘서트,2018-12-23,2018-12-25,3,400,406
핸드볼경기장,핸드볼경기장,문화예술행사,2018 십센치 겨울콘서트,2018-12-26,2018-12-30,5,6400,
KSPO DOME(체조경기장),제1체육관,문화예술행사,god 20주년 기념 콘서트,2018-12-26,2018-12-31,6,10000,
올림픽홀,올림픽홀,문화예술행사,BoA 콘서트,2018-12-26,2018-12-31,6,7500,
올림픽홀,올림픽홀,문화예술행사,2018 <황치열> 콘서트 / 2018 <더원> 콘서트,2018-12-26,2018-12-31,6,7900,5633
올림픽홀,올림픽홀,문화예술행사,2018 바이브 콘서트,2018-12-26,2018-12-31,6,7800,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 대한민국 이문세,2018-12-26,2018-12-31,6,45000,34846
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 박효신 연말 콘서트,2018-12-26,2018-12-31,6,45000,
핸드볼경기장,핸드볼경기장,문화예술행사,2018 김범수 연말 콘서트,2018-12-26,2018-12-31,6,10500,9806
올림픽홀,올림픽홀,문화예술행사,2018-2019 신혜성 연말 콘서트 [THE YEAR＇S JOURNEY],2018-12-26,2018-12-31,6,5000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2018 성시경 연말 콘서트 '마지막 하루',2018-12-26,2018-12-31,6,9907,
뮤즈라이브,뮤즈라이브,문화예술행사,이진아 연말 공연(가제),2018-12-27,2018-12-30,4,200,657
올림픽홀,올림픽홀,문화예술행사,2018 윤종신 콘서트,2018-12-27,2018-12-30,4,3000,
올림픽홀,올림픽홀,문화예술행사,2018 YB 콘서트,2018-12-28,2018-12-29,2,3000,
K-아트홀,K-아트홀,대중공연,2018 더로즈 콘서트,2018-12-28,2018-12-30,3,400,569
올림픽홀,올림픽홀,문화예술행사,2018 이은미 전국투어 콘서트 “WINTER&FALL” - 서울,2018-12-30,2018-12-31,2,3000,
우리금융아트홀,제3체육관,대중공연,최현우 <THE BRAIN> [복사본],2018-12-31,2018-12-31,,26460,
우리금융아트홀,제3체육관,대중공연,최현우 <THE BRAIN> [추가],2019-01-01,2019-01-06,6,26460,18604
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 1월 핸드볼팀 훈련,2019-01-01,2019-01-31,31,200,45
KSPO DOME(체조경기장),제1체육관,문화예술행사,"2019 iKON CONCERT (ENCORE), 2019 WINNER CONCERT (ENCORE) (가제)",2019-01-02,2019-01-07,6,20000,19969
핸드볼경기장,핸드볼경기장,문화예술행사,2019 에이핑크 단독 콘서트,2019-01-02,2019-01-07,6,6500,5169
올림픽홀,올림픽홀,대중공연,2019 B1A4 팬미팅,2019-01-04,2019-01-05,2,2500,1936
K-아트홀,K-아트홀,대중공연,보헤미안스 퀸 트리뷰트밴드 콘서트,2019-01-04,2019-01-05,2,1200,
KSPO DOME(체조경기장),제1체육관,문화예술행사,슈퍼주니어 콘서트 앵콜,2019-01-07,2019-01-13,7,16000,
우리금융아트홀,제3체육관,문화예술행사,뮤지컬 슈퍼잭,2019-01-07,2019-02-10,35,30000,
우리금융아트홀,제3체육관,문화예술행사,가족뮤지컬 <신비아파트 고스트볼X의 탄생 Episode2>,2019-01-07,2019-02-24,49,72000,
우리금융아트홀,제3체육관,문화예술행사,뮤지컬 공룡메카드 앵콜,2019-01-08,2019-02-17,41,33170,
핸드볼경기장,핸드볼경기장,체육행사,2018~2019 핸드볼코리아리그,2019-01-09,2019-01-13,5,1000,1450
핸드볼보조경기장,핸드볼보조경기장,체육행사,2018-2019 핸드볼코리아리그,2019-01-09,2019-01-13,,1000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 god 20주년 콘서트,2019-01-09,2019-01-14,6,11000,12098
K-아트홀,K-아트홀,대중공연,2019 박상돈 단독콘서트,2019-01-10,2019-01-12,3,370,457
올림픽홀,올림픽홀,문화예술행사,소란 콘서트,2019-01-10,2019-01-13,4,2500,2847
우리금융아트홀,제3체육관,문화예술행사,10주년 기념 뮤지컬 '잭 더 리퍼',2019-01-14,2019-04-01,78,64905,48840
K-아트홀,K-아트홀,대중공연,아스트로 정규1집 컴백쇼케이스,2019-01-15,2019-01-16,2,300,
K-아트홀,K-아트홀,대중공연,SHINSEGAE DUTY FREE 2019 Super Lucky Day with ASTRO ~New Beginning~,2019-01-19,2019-01-19,1,220,240
올림픽홀,올림픽홀,대중공연,세븐틴 미니 6집 앨범 발매 쇼케이스,2019-01-20,2019-01-22,3,3000,3398
KSPO DOME(체조경기장),제1체육관,문화예술행사,NCT127 첫 번째 콘서트,2019-01-21,2019-01-28,8,18000,21621
핸드볼보조경기장,핸드볼보조경기장,체육행사,2018∼2019 핸드볼코리아리그,2019-01-23,2019-01-27,,1000,
핸드볼경기장,핸드볼경기장,체육행사,2018∼2019 핸드볼코리아리그,2019-01-23,2019-01-27,,1000,
올림픽홀,올림픽홀,대중공연,2019 THE BOYZ FAN CONCERT,2019-01-25,2019-01-28,4,5200,4159
뮤즈라이브,뮤즈라이브,대중공연,2019 한승기 콘서트,2019-01-26,2019-01-26,1,180,230
K-아트홀,K-아트홀,대중공연,인생공격5,2019-01-27,2019-01-27,1,500,100
올림픽홀,올림픽홀,대중공연,용준형 솔로 콘서트,2019-01-30,2019-02-03,5,6000,5606
핸드볼경기장,핸드볼경기장,문화예술행사,2019 RESFFECT 리스펙 PART.1,2019-02-01,2019-02-02,2,3800,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 2월 핸드볼팀 훈련,2019-02-01,2019-02-28,28,200,240
핸드볼경기장,핸드볼경기장,체육행사,2019년도 서울특별시태권도협회 승품(단) 심사대회,2019-02-02,2019-02-02,1,0,2000
핸드볼경기장,핸드볼경기장,문화예술행사,힙합콘서트,2019-02-02,2019-02-02,1,5000,
핸드볼경기장,핸드볼경기장,체육행사,서울특별시태권도협회 태권도 심사 및 태권도 대회,2019-02-02,2019-06-25,144,1000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,평창동계올림픽 성공개최 기념행사,2019-02-06,2019-02-09,4,20000,3000
핸드볼경기장,핸드볼경기장,문화예술행사,평창동계올림픽 성공개최 기념행사,2019-02-06,2019-02-10,5,6000,1000
K-아트홀,K-아트홀,문화예술행사,온앤오프 앨범발매 기자대상 쇼케이스,2019-02-07,2019-02-07,1,100,70
핸드볼경기장,핸드볼경기장,문화예술행사,로맨틱발렌타인데이 콘서트,2019-02-08,2019-02-10,3,4500,
올림픽홀,올림픽홀,문화예술행사,로맨틱 발렌타인데이 콘서트,2019-02-08,2019-02-11,4,7600,
뮤즈라이브,뮤즈라이브,문화예술행사,NAEUN BIRTHDAY FANMEETING : The Naeun Day,2019-02-09,2019-02-09,1,210,206
올림픽홀,올림픽홀,대중공연,2019 여자친구 팬미팅,2019-02-09,2019-02-10,2,2500,2500
KSPO DOME(체조경기장),제1체육관,문화예술행사,EXO 5번째 공연,2019-02-10,2019-02-24,18,60000,
핸드볼경기장,핸드볼경기장,문화예술행사,2019 승리 콘서트(ENCORE) (가제),2019-02-11,2019-02-18,8,5000,5315
올림픽홀,올림픽홀,대중공연,임시,2019-02-12,2019-02-13,2,2,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 세븐틴 공식 팬클럽 ‘CARAT’ 3rd Fan Meeting 〈SEVENTEEN IN CARAT LAND〉,2019-02-12,2019-02-18,7,9000,
올림픽홀,올림픽홀,문화예술행사,이달의소녀 두번째 콘서트,2019-02-14,2019-02-17,4,5000,2101
뮤즈라이브,뮤즈라이브,문화예술행사,앤씨아 앵콜 콘서트,2019-02-15,2019-02-17,3,200,235
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019슈퍼스타 갈라콘서트,2019-02-18,2019-02-23,6,10000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019슈퍼스타 갈라콘서트,2019-02-18,2019-02-24,7,10000,10028
K-아트홀,K-아트홀,대중공연,SF9 COMEBACK SHOWCASE［NARCISSUS］,2019-02-19,2019-02-20,2,330,481
핸드볼보조경기장,핸드볼보조경기장,체육행사,2018∼2019 핸드볼코리아리그,2019-02-20,2019-02-24,,1000,
핸드볼경기장,핸드볼경기장,체육행사,2018∼2019 핸드볼코리아리그,2019-02-20,2019-02-24,5,1000,900
올림픽홀,올림픽홀,대중공연,언더나인틴 파이널 콘서트&팬타콘 팬미팅,2019-02-21,2019-02-24,4,6100,1905
K-아트홀,K-아트홀,문화예술행사,한음윈드오케스트라 기획공연  <친구>,2019-02-22,2019-02-22,1,350,256
올림픽홀,올림픽홀,대중공연,아스트로 3번째 팬미팅 (가),2019-02-22,2019-02-23,2,5900,
올림픽홀,올림픽홀,대중공연,2019 1st 윤지성 아시아팬미팅 인 서울,2019-02-23,2019-02-24,2,2000,
K-아트홀,K-아트홀,대중공연,2019 네이처 첫 팬미팅,2019-02-24,2019-02-24,1,300,267
KSPO DOME(체조경기장),제1체육관,문화예술행사,슈퍼주니어 콘서트,2019-02-25,2019-03-04,8,16000,14325
핸드볼경기장,핸드볼경기장,체육행사,2018∼2019 핸드볼코리아리그,2019-02-27,2019-03-03,5,1000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2018∼2019 핸드볼코리아리그,2019-02-27,2019-03-03,,1000,
KSPO DOME(체조경기장),제1체육관,문화예술행사,원케이 글로벌 피스 콘서트,2019-02-28,2019-03-03,4,10000,
뮤즈라이브,뮤즈라이브,문화예술행사,CHORONG BIRTHDAY FANMEETING : RONG TIME NO SEE !,2019-03-01,2019-03-01,1,210,209
올림픽홀,올림픽홀,대중공연,2019 불타는 청춘 콘서트,2019-03-01,2019-03-02,2,5000,
올림픽홀,올림픽홀,대중공연,ASTRO FANMEETING,2019-03-01,2019-03-03,3,2600,5590
올림픽홀,올림픽홀,대중공연,패션 (뮤지컬),2019-03-01,2019-03-10,10,1200,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 3월 핸드볼팀 훈련,2019-03-01,2019-03-31,,,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 3월 핸드볼팀 훈련,2019-03-01,2019-03-31,31,600,225
KSPO DOME(체조경기장),제1체육관,문화예술행사,동방신기 앵콜 콘서트,2019-03-04,2019-03-11,8,16000,17610
핸드볼경기장,핸드볼경기장,문화예술행사,2019 하성운 팬미팅,2019-03-06,2019-03-10,5,2800,6716
핸드볼보조경기장,핸드볼보조경기장,체육행사,2018∼2019 핸드볼코리아리그,2019-03-06,2019-03-10,,1000,
핸드볼경기장,핸드볼경기장,체육행사,2018∼2019 핸드볼코리아리그,2019-03-06,2019-03-10,,1000,
K-아트홀,K-아트홀,문화예술행사,2019 KTA 태권도 품새 최강전,2019-03-07,2019-03-09,3,300,330
뮤즈라이브,뮤즈라이브,문화예술행사,배우 정소민 생일 팬미팅,2019-03-09,2019-03-09,1,200,174
핸드볼경기장,핸드볼경기장,문화예술행사,태민 2번째 콘서트,2019-03-11,2019-03-18,8,10800,14241
KSPO DOME(체조경기장),제1체육관,문화예술행사,LA필하모닉 오케스트라 - 존 윌리엄스 영화음악 콘서트,2019-03-14,2019-03-18,5,8000,5867
올림픽홀,올림픽홀,대중공연,EMK 뮤지컬 갈라콘서트,2019-03-15,2019-03-18,4,2900,
평화의광장,평화의광장,공공행사,2019서울국제마라톤 겸 제90회 동아마라톤,2019-03-16,2019-03-17,2,10000,10000
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 SHINHWA 21years Anniversary Concert (가제),2019-03-18,2019-03-24,7,12000,
핸드볼경기장,핸드볼경기장,체육행사,제39회 서울특별시교육감기 겸 제48회 전국소년체육대회 및 제100회 전국체육대회 서울시대표 1차선발전,2019-03-19,2019-03-20,2,0,500
K-아트홀,K-아트홀,대중공연,2019모모랜드 쇼케이스,2019-03-20,2019-03-20,1,380,270
올림픽홀,올림픽홀,문화예술행사,준호(2PM) SOLO CONCERT (가제),2019-03-20,2019-03-25,6,3000,3629
올림픽홀,올림픽홀,대중공연,2019 불타는 청춘 콘서트,2019-03-22,2019-03-23,2,5000,
뮤즈라이브,뮤즈라이브,문화예술행사,블랙홀 신규앨범 발매전 콘서트,2019-03-23,2019-03-23,1,200,
핸드볼경기장,핸드볼경기장,문화예술행사,DAY6 1ST WORLD TOUR ‘Youth’ FINALE 콘서트 (가제),2019-03-26,2019-04-01,7,3400,7449
올림픽홀,올림픽홀,대중공연,2019 불타는 청춘 콘서트,2019-03-28,2019-03-31,4,5000,4387
뮤즈라이브,뮤즈라이브,문화예술행사,뮤지컬배우 윤형렬의 동행 콘서트,2019-03-29,2019-03-31,3,230,409
올림픽홀,올림픽홀,문화예술행사,젊은외침! 열정콘서트,2019-03-31,2019-03-31,1,4400,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 4월 핸드볼팀 훈련,2019-04-01,2019-04-30,30,300,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2019년 4월 핸드볼팀 훈련,2019-04-01,2019-04-30,30,300,105
핸드볼경기장,핸드볼경기장,체육행사,제36회 서울소년체육대회 겸 제48회 전국소년체육대회 서울시대표 최종선발전 및 제100회 전국체육대회 서울시대표 2차 선발전,2019-04-03,2019-04-04,2,0,
우리금융아트홀,제3체육관,체육행사,제78회 문곡서상천배 역도경기대회,2019-04-03,2019-04-09,7,150,600
뮤즈라이브,뮤즈라이브,문화예술행사,색소폰 앙상블 2회 정기 연주회,2019-04-05,2019-04-05,1,200,148
올림픽홀,올림픽홀,대중공연,라이관린 팬미팅(가제),2019-04-05,2019-04-06,2,2000,2331
핸드볼경기장,핸드볼경기장,체육행사,아시아연맹 친선 리그전및 트레이닝 캠프,2019-04-05,2019-04-07,3,400,
K-아트홀,K-아트홀,대중공연,UNISON SQUARE GARDEN Live in Seoul 2019,2019-04-06,2019-04-06,1,470,
핸드볼경기장,핸드볼경기장,체육행사,강동구청장배 배드민턴대회,2019-04-06,2019-04-07,2,0,
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 뉴이스트 단독 콘서트,2019-04-07,2019-04-15,9,26400,30530
올림픽홀,올림픽홀,문화예술행사,SUPER JUNIOR D&E 단독 콘서트,2019-04-08,2019-04-15,8,5400,6930
핸드볼경기장,핸드볼경기장,문화예술행사,몬스타엑스(MONSTA X) 2019 월드투어,2019-04-09,2019-04-15,7,7200,8659
K-아트홀,K-아트홀,대중공연,한국컴패션 꽃서트,2019-04-12,2019-04-13,2,400,870
KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 SHINHWA 21years Anniversary Concert (가제),2019-04-15,2019-04-22,8,22000,18129
핸드볼보조경기장,핸드볼보조경기장,체육행사,제74회 전국종별선수권대회,2019-04-15,2019-04-23,9,1000,3300
핸드볼보조경기장,핸드볼보조경기장,체육행사,제74회 전국종별선수권대회,2019-04-15,2019-04-23,,1000,
핸드볼경기장,핸드볼경기장,체육행사,제74회 전국종별선수권대회,2019-04-15,2019-04-23,,1000,
올림픽홀,올림픽홀,문화예술행사,Stray Kids 1st Fan Meeting (가제 ),2019-04-18,2019-04-20,3,3000,1746
우리금융아트홀 연습실,,문화예술행사,어린이 감성 체험전 <우당탕탕 아빠가 만든 놀이터>,2019-04-18,2019-06-22,66,5500,5000
K-아트홀,K-아트홀,대중공연,김용진 봄날 콘서트,2019-04-19,2019-04-21,3,600,459
